UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,record_id,equipment_id,equipment_type,equipment_model,hospital_unit,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,severity,downtime_hours,maintenance_cost_usd,days_since_last_pm,technician_notes
9798,L04909,L,303.4,311.7,1420,39.8,49,0,0,0,0,0,0,REC09798,VEN054,Ventilator,Drager Evita V500,ICU,2024-08-31 00:00:00,303.4,311.7,1420,39.8,49,0,No Failure,Low,0.0,0,169,Scheduled check completed. No anomalies detected.
9799,L04910,L,303.1,314.4,1431,40.5,114,0,0,0,0,0,0,REC09799,INF056,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-07-12 00:00:00,303.1,314.4,1431,40.5,114,0,No Failure,Low,0.0,0,28,Routine inspection completed. All parameters normal.
9800,L04911,L,301.2,310.5,1391,44.5,116,0,0,0,0,0,0,REC09800,PAT055,Patient Monitor,Mindray N22,ICU,2024-08-05 00:00:00,301.2,310.5,1391,44.5,116,0,No Failure,Low,0.0,0,28,Scheduled check completed. No anomalies detected.
9801,L04912,L,296.9,305.4,1494,39.0,24,0,0,0,0,0,0,REC09801,VEN054,Ventilator,Drager Evita V500,ICU,2024-12-12 00:00:00,296.9,305.4,1494,39.0,24,0,No Failure,Low,0.0,0,170,Calibration verified. Sensor readings within tolerance.
9802,M02972,M,300.6,310.4,1326,26.5,7,0,0,0,0,0,0,REC09802,ICU032,ICU Device,Nellcor PM1000N,Emergency,2024-08-02 00:00:00,300.6,310.4,1326,26.5,7,0,No Failure,Low,0.0,0,140,Scheduled check completed. No anomalies detected.
9803,M02973,M,300.8,311.0,1502,35.9,156,0,0,0,0,0,0,REC09803,LAB033,Lab Analyzer,Beckman AU5800,General Ward,2024-03-03 00:00:00,300.8,311.0,1502,35.9,156,0,No Failure,Low,0.0,0,83,Routine inspection completed. All parameters normal.
9804,M02974,M,300.1,309.9,1426,37.4,144,0,0,0,0,0,0,REC09804,ULT035,Ultrasound,GE LOGIQ E10,Radiology,2023-10-19 00:00:00,300.1,309.9,1426,37.4,144,0,No Failure,Medium,0.0,0,73,Routine inspection completed. All parameters normal.
9805,L04913,L,298.9,309.3,1313,34.4,163,0,0,0,0,0,0,REC09805,INF056,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-09-22 00:00:00,298.9,309.3,1313,34.4,163,0,No Failure,Low,0.0,0,174,Routine inspection completed. All parameters normal.
9806,H01919,H,299.3,309.6,1168,36.8,226,0,0,0,0,0,0,REC09806,MRI033,MRI,Philips Ingenia 3T,Oncology,2024-08-23 00:00:00,299.3,309.6,1168,36.8,226,0,No Failure,Medium,0.0,0,131,Preventive maintenance performed. Equipment functioning within specifications.
9807,M02975,M,298.7,309.0,1689,41.8,252,0,0,0,0,0,0,REC09807,ULT035,Ultrasound,GE LOGIQ E10,Emergency,2023-08-05 00:00:00,298.7,309.0,1689,41.8,252,0,No Failure,Low,0.0,0,164,Preventive maintenance performed. Equipment functioning within specifications.
9808,L04914,L,297.7,309.1,1649,37.3,212,0,0,0,0,0,0,REC09808,INF056,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-04-04 00:00:00,297.7,309.1,1649,37.3,212,0,No Failure,Low,0.0,0,16,Calibration verified. Sensor readings within tolerance.
9809,L04915,L,302.7,312.7,1339,48.5,5,0,0,0,0,0,0,REC09809,PAT055,Patient Monitor,Mindray N22,Cardiology,2024-01-02 00:00:00,302.7,312.7,1339,48.5,5,0,No Failure,Low,0.0,0,96,Preventive maintenance performed. Equipment functioning within specifications.
9810,M02976,M,301.8,311.7,1636,48.7,77,0,0,0,0,0,0,REC09810,ULT035,Ultrasound,GE LOGIQ E10,General Ward,2023-10-04 00:00:00,301.8,311.7,1636,48.7,77,0,No Failure,Medium,0.0,0,131,Preventive maintenance performed. Equipment functioning within specifications.
9811,L04916,L,299.4,310.2,1295,16.2,196,0,0,0,0,0,0,REC09811,INF056,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2023-11-26 00:00:00,299.4,310.2,1295,16.2,196,0,No Failure,Low,0.0,0,6,Preventive maintenance performed. Equipment functioning within specifications.
9812,L04917,L,300.7,311.3,1438,25.7,228,0,0,0,0,0,0,REC09812,PAT055,Patient Monitor,Mindray N22,ICU,2023-02-28 00:00:00,300.7,311.3,1438,25.7,228,0,No Failure,Low,0.0,0,92,Scheduled check completed. No anomalies detected.
9813,M02977,M,300.8,309.9,1393,16.0,230,0,0,0,0,0,0,REC09813,ULT035,Ultrasound,GE LOGIQ E10,Cardiology,2024-06-01 00:00:00,300.8,309.9,1393,16.0,230,0,No Failure,Low,0.0,0,10,Scheduled check completed. No anomalies detected.
9814,L04918,L,304.0,313.9,1444,37.3,169,0,0,0,0,0,0,REC09814,INF056,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-02-18 00:00:00,304.0,313.9,1444,37.3,169,0,No Failure,Low,0.0,0,162,Routine inspection completed. All parameters normal.
9815,H01920,H,301.7,312.2,1629,36.6,214,0,0,0,0,0,0,REC09815,CT032,CT Scanner,Canon Aquilion Prime,Oncology,2023-02-23 00:00:00,301.7,312.2,1629,36.6,214,0,No Failure,Medium,0.0,0,123,Calibration verified. Sensor readings within tolerance.
9816,L04919,L,301.7,311.1,1419,41.5,40,0,0,0,0,0,0,REC09816,VEN054,Ventilator,Drager Evita V500,ICU,2023-07-03 00:00:00,301.7,311.1,1419,41.5,40,0,No Failure,Low,0.0,0,34,Preventive maintenance performed. Equipment functioning within specifications.
9817,L04920,L,300.1,309.5,1432,48.4,99,0,0,0,0,0,0,REC09817,INF056,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-01-23 00:00:00,300.1,309.5,1432,48.4,99,0,No Failure,Low,0.0,0,94,Routine inspection completed. All parameters normal.
9818,L04921,L,299.1,307.7,1648,39.6,21,0,0,0,0,0,0,REC09818,PAT055,Patient Monitor,Mindray N22,General Ward,2023-08-07 00:00:00,299.1,307.7,1648,39.6,21,0,No Failure,Low,0.0,0,19,Routine inspection completed. All parameters normal.
9819,L04922,L,302.8,310.8,1512,34.0,73,0,0,0,0,0,0,REC09819,VEN055,Ventilator,Drager Evita V500,ICU,2024-10-04 00:00:00,302.8,310.8,1512,34.0,73,0,No Failure,Low,0.0,0,145,Routine inspection completed. All parameters normal.
9820,H01921,H,301.3,310.9,1381,40.0,196,0,0,0,0,0,0,REC09820,MRI033,MRI,GE SIGNA Premier,Neurology,2024-11-08 00:00:00,301.3,310.9,1381,40.0,196,0,No Failure,Medium,0.0,0,35,Preventive maintenance performed. Equipment functioning within specifications.
9821,H01922,H,298.3,308.5,1548,35.1,47,0,0,0,0,0,0,REC09821,CT032,CT Scanner,Canon Aquilion Prime,Oncology,2023-10-15 00:00:00,298.3,308.5,1548,35.1,47,0,No Failure,Medium,0.0,0,109,Routine inspection completed. All parameters normal.
9822,H01923,H,300.9,309.8,1698,25.2,187,0,0,0,0,0,0,REC09822,MRI033,MRI,Siemens MAGNETOM Vida,Radiology,2024-12-30 00:00:00,300.9,309.8,1698,25.2,187,0,No Failure,Medium,0.0,0,14,Routine inspection completed. All parameters normal.
9823,M02978,M,301.7,313.1,1711,49.6,194,0,0,0,0,0,0,REC09823,ICU032,ICU Device,Nellcor PM1000N,Emergency,2023-03-06 00:00:00,301.7,313.1,1711,49.6,194,0,No Failure,Low,0.0,0,28,Preventive maintenance performed. Equipment functioning within specifications.
9824,L04923,L,295.8,304.8,1235,44.2,222,0,0,0,0,0,0,REC09824,PAT055,Patient Monitor,Mindray N22,ICU,2023-04-15 00:00:00,295.8,304.8,1235,44.2,222,0,No Failure,Low,0.0,0,177,Preventive maintenance performed. Equipment functioning within specifications.
9825,L04924,L,298.2,309.1,1245,54.5,244,1,0,0,0,1,0,REC09825,VEN055,Ventilator,Drager Evita V500,ICU,2023-09-11 00:00:00,298.2,309.1,1245,54.5,244,1,Overstrain Failure,High,4.1,3157,69,Mechanical overstrain. Load limits recalibrated.
9826,L04925,L,300.7,311.1,1699,27.6,189,0,0,0,0,0,0,REC09826,INF056,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-11-19 00:00:00,300.7,311.1,1699,27.6,189,0,No Failure,Low,0.0,0,22,Calibration verified. Sensor readings within tolerance.
9827,H01924,H,296.2,308.2,1442,23.9,170,0,0,0,0,0,0,REC09827,CT032,CT Scanner,Canon Aquilion Prime,Oncology,2024-01-03 00:00:00,296.2,308.2,1442,23.9,170,0,No Failure,Medium,0.0,0,126,Routine inspection completed. All parameters normal.
9828,L04926,L,296.5,307.0,1168,30.6,198,0,0,0,0,0,0,REC09828,VEN055,Ventilator,Drager Evita V500,ICU,2024-05-30 00:00:00,296.5,307.0,1168,30.6,198,0,No Failure,Low,0.0,0,36,Calibration verified. Sensor readings within tolerance.
9829,L04927,L,299.5,308.0,1354,44.0,47,0,0,0,0,0,0,REC09829,INF056,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-04-21 00:00:00,299.5,308.0,1354,44.0,47,0,No Failure,Low,0.0,0,106,Calibration verified. Sensor readings within tolerance.
9830,M02979,M,301.0,312.0,1412,48.6,186,0,0,0,0,0,0,REC09830,LAB033,Lab Analyzer,Beckman AU5800,General Ward,2023-12-30 00:00:00,301.0,312.0,1412,48.6,186,0,No Failure,Low,0.0,0,146,Routine inspection completed. All parameters normal.
9831,M02980,M,301.1,312.8,1437,42.9,230,0,0,0,0,0,0,REC09831,ULT035,Ultrasound,GE LOGIQ E10,Emergency,2024-11-11 00:00:00,301.1,312.8,1437,42.9,230,0,No Failure,Medium,0.0,0,123,Routine inspection completed. All parameters normal.
9832,L04928,L,303.2,311.4,1652,41.4,114,0,0,0,0,0,0,REC09832,INF056,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-11-27 00:00:00,303.2,311.4,1652,41.4,114,0,No Failure,Low,0.0,0,44,Scheduled check completed. No anomalies detected.
9833,M02981,M,300.2,310.8,1314,48.5,5,0,0,0,0,0,0,REC09833,LAB033,Lab Analyzer,Beckman AU5800,General Ward,2023-11-24 00:00:00,300.2,310.8,1314,48.5,5,0,No Failure,Low,0.0,0,42,Calibration verified. Sensor readings within tolerance.
9834,M02982,M,299.3,310.1,1687,35.4,85,0,0,0,0,0,0,REC09834,ULT035,Ultrasound,GE LOGIQ E10,General Ward,2024-06-04 00:00:00,299.3,310.1,1687,35.4,85,0,No Failure,Low,0.0,0,40,Calibration verified. Sensor readings within tolerance.
9835,H01925,H,297.4,307.2,1557,50.6,24,0,0,0,0,0,0,REC09835,CT032,CT Scanner,GE Revolution CT,Emergency,2024-03-31 00:00:00,297.4,307.2,1557,50.6,24,0,No Failure,Medium,0.0,0,114,Preventive maintenance performed. Equipment functioning within specifications.
9836,L04929,L,299.2,307.2,1242,59.9,158,0,0,0,0,0,0,REC09836,PAT055,Patient Monitor,Mindray N22,ICU,2024-03-09 00:00:00,299.2,307.2,1242,59.9,158,0,No Failure,Low,0.0,0,121,Preventive maintenance performed. Equipment functioning within specifications.
9837,L04930,L,301.4,311.1,1436,29.4,211,0,0,0,0,0,0,REC09837,VEN055,Ventilator,Drager Evita V500,ICU,2023-03-16 00:00:00,301.4,311.1,1436,29.4,211,0,No Failure,Low,0.0,0,94,Scheduled check completed. No anomalies detected.
9838,L04931,L,301.5,310.9,1598,37.5,23,0,0,0,0,0,0,REC09838,INF056,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-06-02 00:00:00,301.5,310.9,1598,37.5,23,0,No Failure,Low,0.0,0,72,Calibration verified. Sensor readings within tolerance.
9839,H01926,H,300.5,312.1,1507,26.1,108,0,0,0,0,0,0,REC09839,CT032,CT Scanner,Canon Aquilion Prime,Oncology,2024-12-23 00:00:00,300.5,312.1,1507,26.1,108,0,No Failure,Medium,0.0,0,11,Routine inspection completed. All parameters normal.
9840,H01927,H,301.1,311.0,1575,30.3,170,0,0,0,0,0,0,REC09840,MRI033,MRI,Siemens MAGNETOM Vida,Radiology,2023-06-28 00:00:00,301.1,311.0,1575,30.3,170,0,No Failure,Medium,0.0,0,151,Calibration verified. Sensor readings within tolerance.
9841,M02983,M,302.6,312.1,1382,43.9,229,0,0,0,0,0,0,REC09841,ICU032,ICU Device,Nellcor PM1000N,Emergency,2024-04-20 00:00:00,302.6,312.1,1382,43.9,229,0,No Failure,Low,0.0,0,119,Preventive maintenance performed. Equipment functioning within specifications.
9842,L04932,L,300.2,309.6,1610,23.1,55,0,0,0,0,0,0,REC09842,PAT055,Patient Monitor,Mindray N22,General Ward,2024-10-27 00:00:00,300.2,309.6,1610,23.1,55,0,No Failure,Low,0.0,0,115,Routine inspection completed. All parameters normal.
9843,L04933,L,302.7,313.1,1420,32.2,133,0,0,0,0,0,0,REC09843,VEN055,Ventilator,Drager Evita V500,ICU,2024-03-15 00:00:00,302.7,313.1,1420,32.2,133,0,No Failure,Low,0.0,0,18,Preventive maintenance performed. Equipment functioning within specifications.
9844,M02984,M,298.5,308.6,2009,50.5,4,0,0,0,0,0,0,REC09844,ICU032,ICU Device,Nellcor PM1000N,Emergency,2023-06-06 00:00:00,298.5,308.6,2009,50.5,4,0,No Failure,Low,0.0,0,52,Preventive maintenance performed. Equipment functioning within specifications.
9845,L04934,L,299.9,309.1,1236,42.2,98,0,0,0,0,0,0,REC09845,PAT055,Patient Monitor,Mindray N22,Cardiology,2024-09-19 00:00:00,299.9,309.1,1236,42.2,98,0,No Failure,Low,0.0,0,54,Preventive maintenance performed. Equipment functioning within specifications.
9846,M02985,M,299.0,309.3,2039,47.7,87,0,0,0,0,0,0,REC09846,ULT035,Ultrasound,GE LOGIQ E10,General Ward,2023-01-24 00:00:00,299.0,309.3,2039,47.7,87,0,No Failure,Low,0.0,0,108,Preventive maintenance performed. Equipment functioning within specifications.
9847,H01928,H,301.6,311.0,1309,27.1,44,0,0,0,0,0,0,REC09847,CT032,CT Scanner,GE Revolution CT,Emergency,2024-06-11 00:00:00,301.6,311.0,1309,27.1,44,0,No Failure,Medium,0.0,0,142,Preventive maintenance performed. Equipment functioning within specifications.
9848,L04935,L,298.0,306.0,1754,40.7,36,0,0,0,0,0,0,REC09848,PAT055,Patient Monitor,Mindray N22,ICU,2023-07-14 00:00:00,298.0,306.0,1754,40.7,36,0,No Failure,Low,0.0,0,156,Calibration verified. Sensor readings within tolerance.
9849,L04936,L,299.4,310.0,1665,58.9,93,0,0,0,0,0,0,REC09849,VEN055,Ventilator,Drager Evita V500,ICU,2024-04-12 00:00:00,299.4,310.0,1665,58.9,93,0,No Failure,Low,0.0,0,94,Calibration verified. Sensor readings within tolerance.
9850,L04937,L,296.3,306.9,1318,33.4,15,0,0,0,0,0,0,REC09850,INF056,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-12-17 00:00:00,296.3,306.9,1318,33.4,15,0,No Failure,Low,0.0,0,65,Scheduled check completed. No anomalies detected.
9851,L04938,L,301.2,311.4,1619,35.1,229,0,0,0,0,0,0,REC09851,PAT055,Patient Monitor,Mindray N22,Emergency,2024-02-20 00:00:00,301.2,311.4,1619,35.1,229,0,No Failure,Low,0.0,0,73,Scheduled check completed. No anomalies detected.
9852,M02986,M,302.5,312.1,1400,45.8,241,0,0,0,0,0,0,REC09852,ULT035,Ultrasound,GE LOGIQ E10,Radiology,2023-10-06 00:00:00,302.5,312.1,1400,45.8,241,0,No Failure,Low,0.0,0,133,Routine inspection completed. All parameters normal.
9853,L04939,L,301.8,311.7,1554,31.0,218,0,0,0,0,0,0,REC09853,INF056,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-01-22 00:00:00,301.8,311.7,1554,31.0,218,0,No Failure,Low,0.0,0,57,Calibration verified. Sensor readings within tolerance.
9854,L04940,L,301.6,312.4,1529,47.2,0,0,0,0,0,0,0,REC09854,PAT055,Patient Monitor,Mindray N22,General Ward,2024-11-14 00:00:00,301.6,312.4,1529,47.2,0,0,No Failure,Low,0.0,0,75,Scheduled check completed. No anomalies detected.
9855,L04941,L,301.7,311.0,1430,22.0,87,0,0,0,0,0,0,REC09855,VEN055,Ventilator,Drager Evita V500,ICU,2024-08-26 00:00:00,301.7,311.0,1430,22.0,87,0,No Failure,Low,0.0,0,142,Scheduled check completed. No anomalies detected.
9856,L04942,L,301.4,312.3,1413,15.7,110,0,0,0,0,0,0,REC09856,INF056,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-11-02 00:00:00,301.4,312.3,1413,15.7,110,0,No Failure,Low,0.0,0,98,Calibration verified. Sensor readings within tolerance.
9857,M02987,M,301.2,309.8,1568,43.1,83,0,0,0,0,0,0,REC09857,LAB033,Lab Analyzer,Beckman AU5800,General Ward,2024-11-18 00:00:00,301.2,309.8,1568,43.1,83,0,No Failure,Low,0.0,0,84,Calibration verified. Sensor readings within tolerance.
9858,M02988,M,301.4,311.5,1319,30.2,202,0,0,0,0,0,0,REC09858,ULT035,Ultrasound,GE LOGIQ E10,General Ward,2024-10-11 00:00:00,301.4,311.5,1319,30.2,202,0,No Failure,Low,0.0,0,132,Routine inspection completed. All parameters normal.
9859,M02989,M,298.7,308.7,1326,34.3,170,0,0,0,0,0,0,REC09859,ICU032,ICU Device,Nellcor PM1000N,Emergency,2024-04-02 00:00:00,298.7,308.7,1326,34.3,170,0,No Failure,Low,0.0,0,52,Calibration verified. Sensor readings within tolerance.
9860,M02990,M,299.6,310.6,1690,48.8,49,0,0,0,0,0,0,REC09860,LAB033,Lab Analyzer,Beckman AU5800,General Ward,2024-03-10 00:00:00,299.6,310.6,1690,48.8,49,0,No Failure,Low,0.0,0,10,Calibration verified. Sensor readings within tolerance.
9861,L04943,L,300.1,309.2,1585,46.2,21,0,0,0,0,0,0,REC09861,VEN055,Ventilator,Drager Evita V500,ICU,2023-01-27 00:00:00,300.1,309.2,1585,46.2,21,0,No Failure,Low,0.0,0,142,Calibration verified. Sensor readings within tolerance.
9862,M02991,M,299.3,308.5,1238,27.7,151,0,0,0,0,0,0,REC09862,ICU032,ICU Device,Nellcor PM1000N,Emergency,2024-01-18 00:00:00,299.3,308.5,1238,27.7,151,0,No Failure,Low,0.0,0,82,Preventive maintenance performed. Equipment functioning within specifications.
9863,L04944,L,296.9,305.5,1299,45.2,213,0,0,0,0,0,0,REC09863,PAT055,Patient Monitor,Mindray N22,Emergency,2023-06-05 00:00:00,296.9,305.5,1299,45.2,213,0,No Failure,Low,0.0,0,58,Routine inspection completed. All parameters normal.
9864,H01929,H,297.5,307.0,1168,37.0,160,0,0,0,0,0,0,REC09864,MRI033,MRI,Siemens MAGNETOM Vida,Radiology,2023-04-27 00:00:00,297.5,307.0,1168,37.0,160,0,No Failure,Medium,0.0,0,17,Scheduled check completed. No anomalies detected.
9865,L04945,L,300.5,310.7,1681,44.2,62,0,0,0,0,0,0,REC09865,INF056,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-09-18 00:00:00,300.5,310.7,1681,44.2,62,0,No Failure,Low,0.0,0,167,Calibration verified. Sensor readings within tolerance.
9866,L04946,L,301.8,310.0,1637,39.8,141,0,0,0,0,0,0,REC09866,PAT055,Patient Monitor,Mindray N22,General Ward,2023-07-17 00:00:00,301.8,310.0,1637,39.8,141,0,No Failure,Low,0.0,0,131,Routine inspection completed. All parameters normal.
9867,L04947,L,300.0,309.6,1282,25.0,134,0,0,0,0,0,0,REC09867,VEN055,Ventilator,Drager Evita V500,ICU,2024-03-25 00:00:00,300.0,309.6,1282,25.0,134,0,No Failure,Low,0.0,0,49,Calibration verified. Sensor readings within tolerance.
9868,M02992,M,304.0,314.6,1629,32.9,199,0,0,0,0,0,0,REC09868,ICU033,ICU Device,Nellcor PM1000N,Emergency,2024-09-25 00:00:00,304.0,314.6,1629,32.9,199,0,No Failure,Medium,0.0,0,110,Routine inspection completed. All parameters normal.
9869,L04948,L,298.2,308.1,1897,15.9,107,0,0,0,0,0,0,REC09869,PAT055,Patient Monitor,Mindray N22,Cardiology,2024-03-12 00:00:00,298.2,308.1,1897,15.9,107,0,No Failure,Low,0.0,0,84,Scheduled check completed. No anomalies detected.
9870,H01930,H,300.9,311.0,1192,41.9,182,0,0,0,0,0,0,REC09870,MRI033,MRI,Siemens MAGNETOM Vida,Radiology,2024-07-23 00:00:00,300.9,311.0,1192,41.9,182,0,No Failure,Medium,0.0,0,59,Routine inspection completed. All parameters normal.
9871,L04949,L,302.6,311.1,1376,44.0,65,0,0,0,0,0,0,REC09871,INF057,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-07-19 00:00:00,302.6,311.1,1376,44.0,65,0,No Failure,Low,0.0,0,56,Calibration verified. Sensor readings within tolerance.
9872,H01931,H,302.1,312.0,1187,33.0,6,0,0,0,0,0,0,REC09872,MRI033,MRI,Philips Ingenia 3T,Oncology,2023-11-23 00:00:00,302.1,312.0,1187,33.0,6,0,No Failure,Medium,0.0,0,13,Routine inspection completed. All parameters normal.
9873,M02993,M,301.3,311.3,1689,38.8,194,0,0,0,0,0,0,REC09873,ULT035,Ultrasound,GE LOGIQ E10,Cardiology,2024-11-03 00:00:00,301.3,311.3,1689,38.8,194,0,No Failure,Low,0.0,0,176,Scheduled check completed. No anomalies detected.
9874,L04950,L,302.1,312.0,1480,30.3,249,0,0,0,0,0,0,REC09874,INF057,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-10-25 00:00:00,302.1,312.0,1480,30.3,249,0,No Failure,Low,0.0,0,167,Preventive maintenance performed. Equipment functioning within specifications.
9875,L04951,L,300.1,310.3,1420,52.6,249,0,0,0,0,0,0,REC09875,PAT055,Patient Monitor,Mindray N22,Emergency,2023-09-04 00:00:00,300.1,310.3,1420,52.6,249,0,No Failure,Low,0.0,0,157,Calibration verified. Sensor readings within tolerance.
9876,L04952,L,303.3,313.0,1545,27.1,190,0,0,0,0,0,0,REC09876,VEN055,Ventilator,Drager Evita V500,ICU,2024-08-21 00:00:00,303.3,313.0,1545,27.1,190,0,No Failure,Low,0.0,0,57,Calibration verified. Sensor readings within tolerance.
9877,H01932,H,302.6,312.1,1388,36.9,168,0,0,0,0,0,0,REC09877,CT032,CT Scanner,GE Revolution CT,Emergency,2023-05-14 00:00:00,302.6,312.1,1388,36.9,168,0,No Failure,Medium,0.0,0,180,Scheduled check completed. No anomalies detected.
9878,H01933,H,298.3,307.3,1419,27.0,94,0,0,0,0,0,0,REC09878,MRI033,MRI,Philips Ingenia 3T,Oncology,2023-03-23 00:00:00,298.3,307.3,1419,27.0,94,0,No Failure,Medium,0.0,0,49,Routine inspection completed. All parameters normal.
9879,L04953,L,300.6,311.6,1554,42.3,233,0,0,0,0,0,0,REC09879,VEN055,Ventilator,Drager Evita V500,ICU,2024-01-22 00:00:00,300.6,311.6,1554,42.3,233,0,No Failure,Low,0.0,0,149,Preventive maintenance performed. Equipment functioning within specifications.
9880,L04954,L,296.9,305.7,1377,50.4,121,0,0,0,0,0,0,REC09880,INF057,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-03-18 00:00:00,296.9,305.7,1377,50.4,121,0,No Failure,Low,0.0,0,18,Scheduled check completed. No anomalies detected.
9881,L04955,L,303.0,313.2,1406,19.2,183,0,0,0,0,0,0,REC09881,PAT055,Patient Monitor,Mindray N22,Cardiology,2024-03-01 00:00:00,303.0,313.2,1406,19.2,183,0,No Failure,Low,0.0,0,56,Preventive maintenance performed. Equipment functioning within specifications.
9882,L04956,L,300.4,312.3,1468,46.5,143,0,0,0,0,0,0,REC09882,VEN055,Ventilator,Drager Evita V500,ICU,2024-08-06 00:00:00,300.4,312.3,1468,46.5,143,0,No Failure,Low,0.0,0,104,Scheduled check completed. No anomalies detected.
9883,M02994,M,302.7,313.8,1518,56.3,226,0,0,0,0,0,0,REC09883,ICU033,ICU Device,Nellcor PM1000N,Emergency,2023-10-13 00:00:00,302.7,313.8,1518,56.3,226,0,No Failure,Low,0.0,0,175,Calibration verified. Sensor readings within tolerance.
9884,L04957,L,299.8,310.3,1620,41.3,174,0,0,0,0,0,0,REC09884,PAT055,Patient Monitor,Mindray N22,ICU,2024-08-13 00:00:00,299.8,310.3,1620,41.3,174,0,No Failure,Low,0.0,0,48,Routine inspection completed. All parameters normal.
9885,L04958,L,296.3,306.5,1616,33.3,77,0,0,0,0,0,0,REC09885,VEN055,Ventilator,Drager Evita V500,ICU,2024-10-20 00:00:00,296.3,306.5,1616,33.3,77,0,No Failure,Low,0.0,0,78,Preventive maintenance performed. Equipment functioning within specifications.
9886,H01934,H,304.0,313.9,1200,39.6,231,0,0,0,0,0,0,REC09886,MRI033,MRI,GE SIGNA Premier,Neurology,2023-03-08 00:00:00,304.0,313.9,1200,39.6,231,0,No Failure,Medium,0.0,0,152,Preventive maintenance performed. Equipment functioning within specifications.
9887,M02995,M,300.3,309.4,1781,34.5,44,0,0,0,0,0,0,REC09887,LAB034,Lab Analyzer,Beckman AU5800,General Ward,2023-11-24 00:00:00,300.3,309.4,1781,34.5,44,0,No Failure,Medium,0.0,0,85,Scheduled check completed. No anomalies detected.
